"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"Z00","Examen général et investigations de sujets ne se plaignant de rien ou pour lesquels aucun diagnostic n'est rapporté","4 037","96","3,35","3 941","154","0"
"Z01","Autres examens spéciaux et investigations de sujets ne se plaignant de rien ou pour lesquels aucun diagnostic n'est rapporté","67 341","389","1,61","66 952","42","0"
"Z02","Examen médical et prise de contact à des fins administratives","249","37","6,62","212","51","0"
"Z03","Mise en observation et examen médical pour suspicion de maladies, non confirmées","2 216","502","3,75","1 714","238","0"
"Z04","Examen et mise en observation pour d'autres raisons","300 211","133 438","1,45","166 773","11 574","0"
"Z08","Examen de contrôle après traitement d'une tumeur maligne","82 514","70 392","0,14","12 122","59","0"
"Z09","Examen de contrôle après traitement d'affections autres que les tumeurs malignes","675 618","481 266","0,16","194 352","1 716","0"
"Z11","Examen spécial de dépistage de maladies infectieuses et parasitaires","58","1 à 10","NA","48","1 à 10","0"
"Z12","Examen spécial de dépistage des tumeurs","546","98","2,66","448","79","0"
"Z13","Examen spécial de dépistage d'autres maladies et états pathologiques","2 474","189","2,50","2 285","26","0"
"","Total","1 135 267","686 417","","448 850","","0"
