Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
K00,Troubles de l'odontogénèse,1 334,64,"1,58",1 270,0,0
K01,Dents incluses et enclavées,47 205,964,"1,49",46 241,1 à 10,0
K02,Caries dentaires,20 222,1 546,"1,62",18 676,0,0
K03,Autres maladies des tissus dentaires durs,2 660,101,"1,42",2 559,0,0
K04,Maladies de la pulpe et des tissus périapicaux,5 649,2 110,"4,03",3 539,504,0
K05,Gingivite et maladies périodontales,2 240,512,"2,79",1 728,0,0
K06,Autres affections de la gencive et de la crête alvéolaire édentée,797,440,"2,54",357,0,0
K07,Anomalies dento-faciales [y compris les malocclusions],14 097,5 260,"1,91",8 837,0,0
K08,Autres affections des dents et du parodonte,6 395,957,"1,93",5 438,0,0
K09,"Kystes de la région buccale, non classés ailleurs",1 469,337,"1,86",1 132,0,0
K10,Autres maladies des mâchoires,2 256,1 052,"5,37",1 204,0,0
K11,Maladies des glandes salivaires,6 232,2 022,"5,28",4 210,504,0
K12,Stomatites et affections apparentées,7 182,3 614,"4,75",3 568,1 à 10,0
K13,Autres maladies des lèvres et de la muqueuse buccale,2 238,881,"3,50",1 357,1 à 10,0
K14,Maladies de la langue,946,465,"3,85",481,0,0
"",Total,120 922,20 325,"",100 597,"",0
