"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"F100","Troubles mentaux et du comportement liés à l'utilisation d'alcool : intoxication aiguë","27 585","27 585","0,91","0","0","0"
"F1000","Troubles mentaux et du comportement dus à une intoxication aigüe par l'alcool, sans complication","19 857","19 857","0,82","0","0","0"
"F1001","Troubles mentaux et du comportement dus à une intoxication aigüe par l'alcool, avec traumatismes ou autres blessures physiques","6 420","6 420","1,16","0","0","0"
"F1002","Troubles mentaux et du comportement dus à une intoxication aigüe par l'alcool, avec d'autres complications médicales","4 370","4 370","1,12","0","0","0"
"F1003","Troubles mentaux et du comportement dus à une intoxication aigüe par l'alcool, avec délirium","535","535","2,98","0","0","0"
"F1004","Troubles mentaux et du comportement dus à une intoxication aigüe par l'alcool, avec distorsion des perceptions","1 178","1 178","0,82","0","0","0"
"F1005","Troubles mentaux et du comportement dus à une intoxication aigüe par l'alcool, avec coma","1 584","1 584","1,83","0","0","0"
"F1006","Troubles mentaux et du comportement dus à une intoxication aigüe par l'alcool, avec convulsions","653","653","1,42","0","0","0"
"F1007","Troubles mentaux et du comportement dus à une intoxication aigüe pathologique par l'alcool","1 305","1 305","0,93","0","0","0"
"F101","Troubles mentaux et du comportement liés à l'utilisation d'alcool : utilisation nocive pour la santé","490","490","1,50","0","0","0"
"F102","Troubles mentaux et du comportement liés à l'utilisation d'alcool : syndrome de dépendance","8 387","2 291","13,74","6 096","518","0"
"F1020","Syndrome de dépendance à l'alcool, personne actuellement abstinente","2 817","156","7,89","2 661","1 à 10","0"
"F10200","Syndrome de dépendance à l'alcool, personne actuellement abstinente en rémission récente","7 470","438","10,89","7 032","20","0"
"F10201","Syndrome de dépendance à l'alcool, personne actuellement abstinente en rémission partielle","1 905","73","10,68","1 832","1 à 10","0"
"F10202","Syndrome de dépendance à l'alcool, personne actuellement abstinente en rémission complète","773","1 à 10","NA","763","1 à 10","0"
"F1021","Syndrome de dépendance à l'alcool, personne actuellement abstinente mais dans un environnement protégé","1 091","407","12,45","684","1 à 10","0"
"F1022","Syndrome de dépendance à l'alcool, personne suivant actuellement un régime de maintenance ou de substitution sous surveillance médicale","3 136","110","14,22","3 026","1 à 10","0"
"F1023","Syndrome de dépendance à l'alcool, personne actuellement abstinente, mais prenant des médicaments aversifs ou bloquants","509","1 à 10","NA","499","1 à 10","0"
"F1024","Syndrome de dépendance à l'alcool, utilisation actuelle","3 697","919","12,29","2 778","246","0"
"F10240","Syndrome de dépendance à l'alcool, utilisation actuelle, sans symptôme physique","3 415","501","12,68","2 914","137","0"
"F10241","Syndrome de dépendance à l'alcool, utilisation actuelle, avec symptômes physiques","1 948","1 100","14,10","848","138","0"
"F1025","Syndrome de dépendance à l'alcool, utilisation continue","5 792","1 322","11,44","4 470","196","0"
"F1026","Syndrome de dépendance à l'alcool, utilisation épisodique","621","28","11,93","593","21","0"
"F103","Troubles mentaux et du comportement liés à l'utilisation d'alcool : syndrome de sevrage","1 774","1 040","8,93","734","572","0"
"F1030","Syndrome de sevrage de l'alcool, sans complication","4 392","2 496","8,82","1 896","1 131","0"
"F1031","Syndrome de sevrage de l'alcool, avec convulsions","2 947","1 223","8,08","1 724","1 347","0"
"F104","Troubles mentaux et du comportement liés à l'utilisation d'alcool : syndrome de sevrage avec delirium","811","595","12,22","216","173","0"
"F1040","Syndrome de sevrage de l'alcool avec délirium, sans convulsion","1 395","1 079","11,58","316","262","0"
"F1041","Syndrome de sevrage de l'alcool avec délirium, avec convulsions","682","511","11,61","171","136","0"
"F105","Troubles mentaux et du comportement liés à l'utilisation d'alcool : trouble psychotique","114","24","19,00","90","62","0"
"F1050","Trouble psychotique d'allure schizophrénique, dû à l'alcool","37","1 à 10","NA","27","19","0"
"F1051","Trouble psychotique avec idées délirantes au premier plan, dû à l'alcool","47","12","5,08","35","26","0"
"F1052","Trouble psychotique avec hallucinations au premier plan, dû à l'alcool","45","24","13,33","21","15","0"
"F1054","Trouble psychotique avec symptômes dépressifs au premier plan, dû à l'alcool","45","1 à 10","NA","38","25","0"
"F1056","Trouble psychotique mixte, dû à l'alcool","31","1 à 10","NA","28","16","0"
"F106","Troubles mentaux et du comportement liés à l'utilisation d'alcool : syndrome amnésique","579","457","29,84","122","60","0"
"F107","Troubles mentaux et du comportement liés à l'utilisation d'alcool : trouble résiduel ou psychotique de survenue tardive","46","29","15,21","17","1 à 10","0"
"F1071","Trouble de la personnalité ou du comportement, résiduel ou de survenue tardive, dû à l'alcool","68","47","18,11","21","14","0"
"F1072","Trouble thymique résiduel ou de survenue tardive, dû à l'alcool","13","1 à 10","NA","1 à 10","1 à 10","0"
"F1073","Démence, due à l'alcool","657","225","22,66","432","17","0"
"F1074","Autre déficit cognitif persistant ou de survenue tardive, dû à l'alcool","1 041","83","19,87","958","1 à 10","0"
"F108","Autres troubles mentaux et du comportement liés à l'utilisation d'alcool","783","66","10,44","717","467","0"
"F109","Troubles mentaux et du comportement liés à l'utilisation d'alcool, sans précision","601","39","6,23","562","221","0"
"","Total","121 663","79 320","","42 343","","0"
