"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"N900","Dysplasie légère de la vulve","56","12","1,75","44","0","0"
"N901","Dysplasie moyenne de la vulve","93","17","1,65","76","0","0"
"N902","Dysplasie sévère de la vulve, non classée ailleurs","176","53","1,79","123","1 à 10","0"
"N903","Dysplasie de la vulve, sans précision","38","1 à 10","NA","30","1 à 10","0"
"N904","Leucoplasie de la vulve","108","36","4,56","72","1 à 10","0"
"N905","Atrophie de la vulve","150","1 à 10","NA","142","0","0"
"N906","Hypertrophie de la vulve","1 180","96","1,32","1 084","1 à 10","0"
"N907","Kyste de la vulve","650","58","1,50","592","1 à 10","0"
"N908","Autres affections non inflammatoires précisées de la vulve et du périnée","689","139","2,02","550","19","0"
"N909","Affection non inflammatoire de la vulve et du périnée, sans précision","28","1 à 10","NA","24","0","0"
"","Total","3 168","431","","2 737","","0"
