Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
050100000,"Troubles mentaux organiques, y compris les troubles symptomatiques",80 649,33 057,"14,48",47 592,4 193,0
050200000,Troubles mentaux et du comportement liés à l'utilisation de substances psycho-actives,141 516,86 786,"3,32",54 730,7 485,0
050300000,"Schyzophrénies, trouble schyzotique et troubles délirants",23 584,7 563,"7,17",16 021,9 011,0
050400000,Troubles de l'humeur [affectifs],40 179,16 230,"7,65",23 949,13 334,0
050500000,"Troubles névrotiques, troubles liés à des facteurs de stress et troubles somatoformes",43 463,16 370,"8,22",27 093,12 629,0
050600000,Syndromes comportementaux associés à des perturbations physiologiques et à des facteurs physiques,8 336,4 608,"20,67",3 728,205,0
050700000,Trouble de la personnalité et d comportement chez l'adulte,12 987,6 978,"7,42",6 009,3 377,0
050800000,Retard mental,860,108,"5,55",752,127,0
050900000,Troubles du développement psychologique,5 916,4 511,"0,31",1 405,131,0
051000000,Troubles du comportement et troubles émotionnels apparaissant habituellement durant l'enfance et l'adolescence,11 403,7 419,"4,03",3 984,1 997,0
"",Total,368 893,183 630,"",185 263,"",0
