"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"J09","Grippe, à virus grippal zoonotique ou pandémique identifié","8 486","5 487","7,26","2 999","2 107","0"
"J10","Grippe, à virus grippal saisonnier identifié","30 561","21 206","7,88","9 355","6 814","0"
"J11","Grippe, virus non identifié","3 655","1 450","6,38","2 205","1 322","0"
"J12","Pneumopathies virales, non classées ailleurs","13 441","11 849","7,74","1 592","1 082","0"
"J13","Pneumonie due à Streptococcus pneumoniae","10 423","9 500","9,47","923","643","0"
"J14","Pneumopathie due à Haemophilus influenzae","3 805","3 519","9,67","286","119","0"
"J15","Pneumopathies bactériennes, non classées ailleurs","54 149","43 368","9,22","10 781","6 877","0"
"J16","Pneumopathie due à d'autres micro-organismes infectieux, non classée ailleurs","709","621","7,90","88","54","0"
"J17","Pneumopathie au cours de maladies classées ailleurs","2 741","2 348","12,73","393","230","0"
"J18","Pneumopathie à micro-organisme non précisé","124 744","96 286","8,56","28 458","17 997","0"
"","Total","252 714","195 634","","57 080","","0"
