Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M650,Abcès de la gaine du tendon,32,16,"3,63",16,0,0
M6503,Abcès de la gaine du tendon - Avant-bras,30,12,"6,92",18,0,0
M6504,Abcès de la gaine du tendon - Main,2 433,1 147,"3,74",1 286,0,0
M6505,Abcès de la gaine du tendon - Région pelvienne et cuisse,21,12,"6,50",1 à 10,0,0
M6506,Abcès de la gaine du tendon -Jambe,18,15,"10,47",1 à 10,0,0
M6507,Abcès de la gaine du tendon - Cheville et pied,83,53,"12,38",30,0,0
M651,Autres (téno)synovites infectieuses,18,1 à 10,NA,1 à 10,0,0
M6513,Autres (téno)synovites infectieuses - Avant-bras,33,21,"6,14",12,0,0
M6514,Autres (téno)synovites infectieuses - Main,250,138,"5,16",112,0,0
M6515,Autres (téno)synovites infectieuses - Région pelvienne et cuisse,11,1 à 10,NA,1 à 10,0,0
M6516,Autres (téno)synovites infectieuses - Jambe,31,24,"11,46",1 à 10,0,0
M6517,Autres (téno)synovites infectieuses - Cheville et pied,43,42,"11,24",1 à 10,0,0
M652,Tendinite calcifiante,38,16,"4,38",22,0,0
M6520,Tendinite calcifiante - Sièges multiples,11,1 à 10,NA,1 à 10,0,0
M6522,Tendinite calcifiante - Bras,45,14,"3,64",31,0,0
M6523,Tendinite calcifiante - Avant-bras,16,1 à 10,NA,13,0,0
M6525,Tendinite calcifiante - Région pelvienne et cuisse,56,42,"5,17",14,0,0
M6526,Tendinite calcifiante - Jambe,27,14,"5,93",13,0,0
M6527,Tendinite calcifiante - Cheville et pied,33,19,"2,16",14,0,0
M6528,Tendinite calcifiante - Autres localisations,23,12,"5,25",11,0,0
M653,"Doigt ""à ressort""",1 493,35,"3,57",1 458,0,0
M6534,"Doigt ""à ressort"" - Main",8 560,178,"1,51",8 382,0,0
M654,Ténosynovite chronique sténosante du pouce [de Quervain],172,1 à 10,NA,164,0,0
M6544,Ténosynovite chronique sténosante du pouce (de Quervain) - Main,490,23,"2,13",467,0,0
M658,Autres synovites et ténosynovites,62,23,"3,39",39,0,0
M6580,Autres synovites et ténosynovites - Sièges multiples,20,13,"7,38",1 à 10,0,0
M6581,Autres synovites et ténosynovites - Région scapulaire,45,20,"4,35",25,0,0
M6582,Autres synovites et ténosynovites - Bras,21,11,"9,00",1 à 10,0,0
M6583,Autres synovites et ténosynovites - Avant-bras,251,38,"5,39",213,0,0
M6584,Autres synovites et ténosynovites - Main,1 670,142,"3,62",1 528,0,0
M6585,Autres synovites et ténosynovites - Région pelvienne et cuisse,229,150,"3,75",79,0,0
M6586,Autres synovites et ténosynovites - Jambe,201,79,"4,52",122,0,0
M6587,Autres synovites et ténosynovites - Cheville et pied,177,66,"2,92",111,0,0
M6588,Autres synovites et ténosynovites - Autres localisations,27,15,"3,60",12,0,0
M6589,Autres synovites et ténosynovites - Siège non précisé,11,0,"",11,0,0
M659,"Synovite et ténosynovite, sans précision",30,12,"6,42",18,0,0
M6590,"Synovite et ténosynovite, sans précision - Sièges multiples",16,1 à 10,NA,1 à 10,0,0
M6591,"Synovite et ténosynovite, sans précision - Région scapulaire",28,12,"7,58",16,0,0
M6593,"Synovite et ténosynovite, sans précision - Avant-bras",66,13,"8,62",53,0,0
M6594,"Synovite et ténosynovite, sans précision - Main",415,56,"3,95",359,0,0
M6595,"Synovite et ténosynovite, sans précision - Région pelvienne et cuisse",33,19,"3,00",14,0,0
M6596,"Synovite et ténosynovite, sans précision - Jambe",74,43,"7,30",31,0,0
M6597,"Synovite et ténosynovite, sans précision - Cheville et pied",114,39,"4,28",75,0,0
M6598,"Synovite et ténosynovite, sans précision - Autres localisations",22,1 à 10,NA,13,0,0
M6599,"Synovite et ténosynovite, sans précision - Siège non précisé",12,1 à 10,NA,1 à 10,0,0
"",Total,17 536,2 667,"",14 869,"",0
