"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"H400","Glaucome limite","803","401","2,68","402","0","0"
"H401","Glaucome (primitif) à angle ouvert","6 278","819","1,69","5 459","0","0"
"H402","Glaucome (primitif) à angle étroit","1 259","507","2,60","752","0","0"
"H403","Glaucome secondaire à un traumatisme oculaire","103","27","2,81","76","0","0"
"H404","Glaucome secondaire à une inflammation de l'oeil","309","54","2,28","255","0","0"
"H405","Glaucome secondaire à d'autres affections oculaires","753","246","2,78","507","0","0"
"H406","Glaucome médicamenteux","60","13","2,54","47","0","0"
"H408","Autres glaucomes","1 680","311","2,19","1 369","0","0"
"H409","Glaucome, sans précision","1 849","481","1,60","1 368","0","0"
"","Total","13 094","2 859","","10 235","","0"
