"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"F172","Troubles mentaux et du comportement liés à l'utilisation de tabac : syndrome de dépendance","86","26","9,23","60","1 à 10","0"
"F1720","Syndrome de dépendance au tabac, personne actuellement abstinente","70","1 à 10","NA","69","1 à 10","0"
"F17200","Syndrome de dépendance au tabac, personne actuellement abstinente en rémission récente","134","1 à 10","NA","128","0","0"
"F17201","Syndrome de dépendance au tabac, personne actuellement abstinente en rémission partielle","14","1 à 10","NA","11","0","0"
"F17202","Syndrome de dépendance au tabac, personne actuellement abstinente en rémission complète","56","1 à 10","NA","52","1 à 10","0"
"F1722","Syndrome de dépendance au tabac, personne suivant actuellement un régime de maintenance ou de substitution sous surveillance médicale","81","24","18,21","57","0","0"
"F1724","Syndrome de dépendance au tabac, utilisation actuelle","278","1 à 10","NA","268","1 à 10","0"
"F17240","Syndrome de dépendance au tabac, utilisation actuelle, sans symptôme physique","209","15","10,33","194","1 à 10","0"
"F17241","Syndrome de dépendance au tabac, utilisation actuelle, avec symptômes physiques","28","1 à 10","NA","20","1 à 10","0"
"F1725","Syndrome de dépendance au tabac, utilisation continue","100","30","16,30","70","1 à 10","0"
"F173","Troubles mentaux et du comportement liés à l'utilisation de tabac : syndrome de sevrage","14","1 à 10","NA","12","1 à 10","0"
"F1730","Syndrome de sevrage du tabac, sans complication","159","1 à 10","NA","152","1 à 10","0"
"","Total","1 262","160","","1 102","","0"
