"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"H350","Autres rétinopathies et altérations vasculaires rétiniennes","526","123","5,02","403","0","0"
"H351","Rétinopathie de la prématurité","178","134","11,92","44","0","0"
"H352","Autres rétinopathies proliférantes","143","20","4,25","123","0","0"
"H353","Dégénérescence de la macula et du pôle postérieur","7 791","569","2,64","7 222","0","0"
"H354","Dégénérescence rétinienne (périphérique)","19","1 à 10","NA","14","0","0"
"H355","Dystrophie rétinienne héréditaire","896","24","1,88","872","0","0"
"H356","Hémorragie rétinienne","298","116","2,80","182","0","0"
"H357","Décollement des couches de la rétine","41","17","3,12","24","0","0"
"H358","Autres affections rétiniennes précisées","2 547","248","2,10","2 299","0","0"
"H359","Affection rétinienne, sans précision","65","14","1,21","51","0","0"
"","Total","12 504","1 270","","11 234","","0"
