Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
C15,Tumeur maligne de l'oesophage,5 183,3 827,"13,91",1 356,304,0
C16,Tumeur maligne de l'estomac,7 384,5 737,"12,91",1 647,312,0
C17,Tumeur maligne de l'intestin grêle,1 936,1 644,"12,84",292,64,0
C18,Tumeur maligne du côlon,29 025,23 973,"9,81",5 052,971,0
C19,Tumeur maligne de la jonction recto-sigmoïdienne,2 399,2 014,"10,36",385,78,0
C20,Tumeur maligne du rectum,9 528,7 568,"10,64",1 960,331,0
C21,Tumeur maligne de l'anus et du canal anal,1 495,909,"12,49",586,80,0
C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,18 551,14 002,"8,26",4 549,1 845,0
C23,Tumeur maligne de la vésicule biliaire,614,515,"10,98",99,25,0
C24,"Tumeurs malignes des voies biliaires, autres et non précisées",1 968,1 729,"13,49",239,102,0
C25,Tumeur maligne du pancréas,16 332,12 342,"12,66",3 990,1 162,0
C26,"Tumeur maligne des organes digestifs, de sièges autres et mal définis",386,256,"11,46",130,25,0
"",Total,94 801,74 516,"",20 285,"",0
