Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
Q660,Pied bot varus équin,1 424,622,"2,37",802,203,0
Q661,Pied bot talus varus,15,1 à 10,NA,1 à 10,1 à 10,0
Q662,Metatarsus varus,56,1 à 10,NA,46,0,0
Q663,Autres anomalies morphologiques congénitales du pied en varus,30,16,"2,00",14,1 à 10,0
Q664,Pied bot talus valgus,17,12,"2,17",1 à 10,0,0
Q665,Pied plat congénital,142,132,"1,63",1 à 10,0,0
Q666,Autres anomalies morphologiques congénitales du pied en valgus,51,21,"3,00",30,0,0
Q667,Pied creux,116,85,"2,64",31,0,0
Q668,Autres anomalies morphologiques congénitales du pied,310,167,"1,21",143,1 à 10,0
"",Total,2 169,1 079,"",1 090,"",0
