"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"M110","Maladie par dépôt d'hydroxyapatite","11","1 à 10","NA","1 à 10","0","0"
"M1100","Maladie par dépôt d'hydroxyapatite - Sièges multiples","72","36","6,92","36","0","0"
"M1101","Maladie par dépôt d'hydroxyapatite - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire","25","20","4,65","1 à 10","0","0"
"M1103","Maladie par dépôt d'hydroxyapatite - Articulation du poignet","11","1 à 10","NA","1 à 10","0","0"
"M1105","Maladie par dépôt d'hydroxyapatite - Articulations de la hanche et sacro-iliaque","16","16","7,06","0","0","0"
"M1106","Maladie par dépôt d'hydroxyapatite - Articulation du genou","36","33","7,00","1 à 10","0","0"
"M1107","Maladie par dépôt d'hydroxyapatite - Articulations de la cheville et du pied","16","14","8,71","1 à 10","0","0"
"M1108","Maladie par dépôt d'hydroxyapatite - Autres articulations","27","26","8,08","1 à 10","0","0"
"M1110","Chondrocalcinose familiale - Sièges multiples","53","45","8,13","1 à 10","0","0"
"M1113","Chondrocalcinose familiale - Articulation du poignet","19","14","6,00","1 à 10","0","0"
"M1116","Chondrocalcinose familiale - Articulation du genou","72","69","8,80","1 à 10","0","0"
"M112","Autre chondrocalcinose","261","230","8,58","31","0","0"
"M1120","Autre chondrocalcinose - Sièges multiples","971","846","9,63","125","0","0"
"M1121","Autre chondrocalcinose - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire","176","169","8,95","1 à 10","0","0"
"M1122","Autre chondrocalcinose - Articulation du coude","103","98","7,60","1 à 10","0","0"
"M1123","Autre chondrocalcinose - Articulation du poignet","492","448","9,02","44","0","0"
"M1124","Autre chondrocalcinose - Articulations de la main","116","89","9,48","27","0","0"
"M1125","Autre chondrocalcinose - Articulations de la hanche et sacro-iliaque","141","138","8,78","1 à 10","0","0"
"M1126","Autre chondrocalcinose - Articulation du genou","1 869","1 770","9,15","99","0","0"
"M1127","Autre chondrocalcinose - Articulations de la cheville et du pied","164","147","8,41","17","0","0"
"M1128","Autre chondrocalcinose - Autres articulations","299","289","9,62","1 à 10","0","0"
"M1129","Autre chondrocalcinose - Siège non précisé","97","84","8,10","13","0","0"
"M118","Autres arthropathies dues à des microcristaux précisés","35","32","8,56","1 à 10","0","0"
"M1180","Autres arthropathies dues à des microcristaux précisés - Sièges multiples","162","150","9,96","12","0","0"
"M1181","Autres arthropathies dues à des microcristaux précisés - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire","56","55","8,65","1 à 10","0","0"
"M1182","Autres arthropathies dues à des microcristaux précisés - Articulation du coude","43","43","8,09","0","0","0"
"M1183","Autres arthropathies dues à des microcristaux précisés - Articulation du poignet","78","76","8,11","1 à 10","0","0"
"M1184","Autres arthropathies dues à des microcristaux précisés - Articulations de la main","25","23","8,52","1 à 10","0","0"
"M1185","Autres arthropathies dues à des microcristaux précisés - Articulations de la hanche et sacro-iliaque","32","32","8,09","0","0","0"
"M1186","Autres arthropathies dues à des microcristaux précisés - Articulation du genou","326","314","10,02","12","0","0"
"M1187","Autres arthropathies dues à des microcristaux précisés - Articulations de la cheville et du pied","101","90","7,44","11","0","0"
"M1188","Autres arthropathies dues à des microcristaux précisés - Autres articulations","50","46","9,11","1 à 10","0","0"
"M119","Arthropathie due à des microcristaux, sans précision","25","20","6,85","1 à 10","0","0"
"M1190","Arthropathie due à des microcristaux, sans précision - Sièges multiples","230","216","10,61","14","0","0"
"M1191","Arthropathie due à des microcristaux, sans précision - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire","58","57","8,91","1 à 10","0","0"
"M1192","Arthropathie due à des microcristaux, sans précision - Articulation du coude","38","36","6,44","1 à 10","0","0"
"M1193","Arthropathie due à des microcristaux, sans précision - Articulation du poignet","152","142","8,85","1 à 10","0","0"
"M1194","Arthropathie due à des microcristaux, sans précision - Articulations de la main","64","58","7,43","1 à 10","0","0"
"M1195","Arthropathie due à des microcristaux, sans précision - Articulations de la hanche et sacro-iliaque","46","44","7,02","1 à 10","0","0"
"M1196","Arthropathie due à des microcristaux, sans précision - Articulation du genou","502","490","9,72","12","0","0"
"M1197","Arthropathie due à des microcristaux, sans précision - Articulations de la cheville et du pied","199","185","9,90","14","0","0"
"M1198","Arthropathie due à des microcristaux, sans précision - Autres articulations","72","69","10,23","1 à 10","0","0"
"M1199","Arthropathie due à des microcristaux, sans précision - Siège non précisé","39","16","6,81","23","0","0"
"","Total","7 430","6 834","","596","","0"
