"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"K55","Troubles vasculaires de l'intestin","9 875","7 968","9,35","1 907","824","0"
"K56","Iléus paralytique et occlusion intestinale sans hernie","64 910","51 531","8,54","13 379","8 222","0"
"K57","Diverticulose de l'intestin","63 349","29 895","5,97","33 454","4 609","0"
"K58","Syndrome de l'intestin irritable","4 432","560","4,34","3 872","262","0"
"K59","Autres troubles fonctionnels de l'intestin","34 067","8 824","5,30","25 243","8 864","0"
"K60","Fissure et fistule des régions anale et rectale","13 427","3 217","3,56","10 210","286","0"
"K61","Abcès des régions anale et rectale","11 455","7 741","3,37","3 714","384","0"
"K62","Autres maladies de l'anus et du rectum","40 044","21 325","4,14","18 719","5 192","0"
"K63","Autres maladies de l'intestin","56 799","49 145","1,51","7 654","1 097","0"
"K64","Hémorroïdes et thrombose veineuse périanale","26 063","6 341","2,38","19 722","927","0"
"","Total","324 421","186 547","","137 874","","0"
