"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"C430","Mélanome malin de la lèvre","24","14","3,07","1 à 10","0","0"
"C431","Mélanome malin de la paupière, y compris le canthus","86","33","2,18","53","0","0"
"C432","Mélanome malin de l'oreille et du conduit auditif externe","257","94","2,69","163","0","0"
"C433","Mélanome malin de la face, parties autres et non précisées","953","315","3,10","638","0","0"
"C434","Mélanome malin du cuir chevelu et du cou","513","202","4,60","311","0","0"
"C435","Mélanome malin du tronc","2 190","747","5,21","1 443","0","0"
"C436","Mélanome malin du membre supérieur, y compris l'épaule","1 858","657","4,35","1 201","0","0"
"C437","Mélanome malin du membre inférieur, y compris la hanche","2 198","942","3,93","1 256","0","0"
"C438","Lésion à localisations contiguës d'un mélanome malin de la peau","51","39","9,87","12","0","0"
"C439","Mélanome (malin) de la peau, sans précision","400","135","10,04","265","0","0"
"","Total","8 530","3 178","","5 352","","0"
