"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"K760","Dégénérescence graisseuse du foie, non classée ailleurs","2 215","562","3,38","1 653","0","0"
"K761","Congestion passive chronique du foie","119","99","8,91","20","0","0"
"K762","Nécrose hémorragique centrale du foie","28","26","8,69","1 à 10","0","0"
"K763","Infarctus hépatique","39","35","9,29","1 à 10","0","0"
"K764","Péliose hépatique","23","12","3,08","11","0","0"
"K765","Maladie veino-occlusive du foie","146","60","9,60","86","0","0"
"K766","Hypertension portale","2 037","1 056","5,73","981","0","0"
"K767","Syndrome hépato-rénal","492","473","12,27","19","0","0"
"K768","Autres maladies précisées du foie","1 932","1 238","6,03","694","0","0"
"","Total","7 031","3 561","","3 470","","0"
