Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
B370,Stomatite à Candida,815,686,"7,49",129,0,0
B371,Candidose pulmonaire,140,116,"13,28",24,1 à 10,0
B372,Candidose de la peau et des ongles,67,47,"9,06",20,0,0
B373,Candidose de la vulve et du vagin (N77.1*),51,29,"8,48",22,1 à 10,0
B374,Candidose d'autres localisations uro-génitales,176,164,"11,52",12,0,0
B376,Endocardite à Candida (I39.8*),32,30,"23,90",1 à 10,1 à 10,0
B377,Sepsis à Candida,299,285,"19,79",14,1 à 10,0
B378,Autres localisations de candidose,350,260,"12,23",90,26,0
B379,"Candidose, sans précision",21,12,"11,42",1 à 10,1 à 10,0
"",Total,1 951,1 629,"",322,"",0
