Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
O980,"Tuberculose compliquant la grossesse, l'accouchement et la puerpéralité",13,12,"6,92",1 à 10,0,0
O981,"Syphilis compliquant la grossesse, l'accouchement et la puerpéralité",57,52,"4,81",1 à 10,0,0
O983,"Autres maladies dont le mode de transmission est essentiellement sexuel, compliquant la grossesse, l'accouchement et la puerpéralité",100,87,"4,67",13,1 à 10,0
O984,"Hépatite virale compliquant la grossesse, l'accouchement et la puerpéralité",138,134,"3,98",1 à 10,1 à 10,0
O985,"Autres maladies virales compliquant la grossesse, l'accouchement et la puerpéralité",538,460,"3,15",78,1 à 10,0
O986,"Maladies à protozoaires compliquant la grossesse, l'accouchement et la puerpéralité",54,48,"4,73",1 à 10,0,0
O987,"Maladie due au virus de l'immunodéficience humaine [VIH], compliquant la grossesse, l'accouchement et la puerpéralité",273,127,"6,06",146,1 à 10,0
O988,"Autres maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité",338,289,"3,24",49,1 à 10,0
O989,"Maladie infectieuse ou parasitaire de la mère compliquant la grossesse, l'accouchement et la puerpéralité, sans précision",14,14,"4,00",0,0,0
"",Total,1 529,1 227,"",302,"",0
