"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"M350","Syndrome de Gougerot-Sjögren","1 453","478","5,39","975","0","0"
"M351","Autres formes de passage des atteintes systémiques du tissu conjonctif","377","228","7,41","149","0","0"
"M352","Syndrome de Behçet","479","390","5,76","89","0","0"
"M353","Polymyalgie rhumatismale","3 204","2 748","7,91","456","0","0"
"M354","Fasciite disséminée (à éosinophiles)","99","86","6,40","13","0","0"
"M356","Panniculite récidivante [Weber-Christian]","11","1 à 10","NA","1 à 10","0","0"
"M357","Syndrome d'hypermobilité","34","1 à 10","NA","32","0","0"
"M358","Autres atteintes systémiques précisées du tissu conjonctif","497","370","9,80","127","0","0"
"M359","Atteinte systémique du tissu conjonctif, sans précision","84","44","9,43","40","0","0"
"","Total","6 247","4 364","","1 883","","0"
