"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"G90","Affections du système nerveux autonome","864","458","7,00","406","85","0"
"G91","Hydrocéphalie","6 361","4 912","7,45","1 449","0","0"
"G92","Encéphalopathie toxique","578","528","14,99","50","31","0"
"G93","Autres affections du cerveau","8 399","6 335","7,94","2 064","223","0"
"G94","Autres affections du cerveau au cours de maladies classées ailleurs","1 540","1 474","11,33","66","1 à 10","0"
"G95","Autres affections de la moelle épinière","2 416","1 606","12,08","810","195","0"
"G96","Autres affections du système nerveux central","1 559","1 131","6,94","428","107","0"
"G97","Affections du système nerveux après un acte à visée diagnostique et thérapeutique, non classées ailleurs","2 539","1 827","4,91","712","128","0"
"G98","Autres affections du système nerveux, non classées ailleurs","759","553","5,71","206","0","0"
"G99","Autres affections du système nerveux au cours de maladies classées ailleurs","1 106","940","10,29","166","47","0"
"","Total","26 121","19 764","","6 357","","0"
