"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"I610","Hémorragie intracérébrale hémisphérique, sous-corticale","5 900","5 470","15,75","430","209","0"
"I611","Hémorragie intracérébrale hémisphérique, corticale","2 904","2 629","14,12","275","138","0"
"I612","Hémorragie intracérébrale hémisphérique, non précisée","965","782","12,13","183","84","0"
"I613","Hémorragie intracérébrale du tronc cérébral","637","558","13,86","79","31","0"
"I614","Hémorragie intracérébrale cérébelleuse","1 151","980","15,34","171","79","0"
"I615","Hémorragie intracérébrale intraventriculaire","1 914","1 651","13,93","263","105","0"
"I616","Hémorragie intracérébrale, localisations multiples","1 619","1 444","12,12","175","74","0"
"I618","Autres hémorragies intracérébrales","2 527","2 067","12,52","460","220","0"
"I619","Hémorragie intracérébrale, sans précision","1 715","1 328","11,61","387","211","0"
"","Total","19 332","16 909","","2 423","","0"
