"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"I7000","Athérosclérose de l'aorte, sans gangrène","380","235","7,79","145","54","0"
"I7001","Athérosclérose de l'aorte, avec gangrène","31","27","14,48","1 à 10","1 à 10","0"
"I701","Athérosclérose de l'artère rénale","961","671","5,01","290","153","0"
"I7020","Athérosclérose des artères distales, sans gangrène","16 397","11 019","5,28","5 378","2 401","0"
"I7021","Athérosclérose des artères distales, avec gangrène","13 111","11 906","13,16","1 205","570","0"
"I7080","Athérosclérose d'autres artères, sans gangrène","888","612","5,02","276","152","0"
"I7081","Athérosclérose d'autres artères, avec gangrène","234","219","15,24","15","1 à 10","0"
"I7090","Athérosclérose généralisée et sans précision, sans gangrène","196","75","6,52","121","1 à 10","0"
"I7091","Athérosclérose généralisée et sans précision, avec gangrène","60","41","17,71","19","1 à 10","0"
"","Total","32 258","24 805","","7 453","","0"
