Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
C710,"Tumeur maligne du cerveau, sauf lobes et ventricules",1 180,1 096,"12,19",84,45,0
C711,Tumeur maligne du lobe frontal,1 995,1 915,"10,33",80,45,0
C712,Tumeur maligne du lobe temporal,1 539,1 486,"9,39",53,36,0
C713,Tumeur maligne du lobe pariétal,755,732,"9,93",23,11,0
C714,Tumeur maligne du lobe occipital,186,175,"10,09",11,1 à 10,0
C715,Tumeur maligne d'un ventricule cérébral,174,158,"14,24",16,1 à 10,0
C716,Tumeur maligne du cervelet,343,302,"13,37",41,15,0
C717,Tumeur maligne du tronc cérébral,298,263,"12,16",35,1 à 10,0
C718,Tumeur maligne à localisations contiguës de l'encéphale,924,883,"12,62",41,20,0
C719,"Tumeur maligne de l'encéphale, sans précision",1 666,1 444,"9,76",222,124,0
"",Total,9 060,8 454,"",606,"",0
