Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
S0200,Fracture fermée de la voûte du crâne,1 368,1 352,"3,94",16,1 à 10,0
S0201,Fracture ouverte de la voûte du crâne,185,182,"8,09",1 à 10,1 à 10,0
S0210,Fracture fermée de la base du crâne,1 863,1 843,"4,09",20,12,0
S0211,Fracture ouverte de la base du crâne,117,114,"6,56",1 à 10,0,0
S0220,Fracture fermée des os du nez,8 195,2 487,"2,98",5 708,0,0
S0221,Fracture ouverte des os du nez,518,290,"2,99",228,0,0
S0230,Fracture fermée du plancher de l'orbite,2 754,2 120,"3,05",634,0,0
S0231,Fracture ouverte du plancher de l'orbite,100,77,"2,38",23,0,0
S0240,Fracture fermée des os malaires et maxillaires,3 726,2 493,"3,49",1 233,0,0
S0241,Fracture ouverte des os malaires et maxillaires,191,149,"4,58",42,0,0
S025,Fracture dentaire,84,21,"1,43",63,0,0
S0250,Fracture fermée dentaire,377,166,"2,05",211,0,0
S0251,Fracture ouverte dentaire,56,29,"1,86",27,0,0
S0260,Fracture fermée du maxillaire inférieur,3 706,3 045,"2,56",661,0,0
S0261,Fracture ouverte du maxillaire inférieur,646,576,"3,86",70,0,0
S0270,Fractures fermées multiples du crâne et des os de la face,742,450,"8,24",292,172,0
S0271,Fractures ouvertes multiples du crâne et des os de la face,99,60,"9,72",39,20,0
S0280,Fractures fermées d'autres os du crâne et de la face,407,178,"7,92",229,133,0
S0281,Fractures ouvertes d'autres os du crâne et de la face,39,21,"6,62",18,1 à 10,0
"",Total,25 173,15 653,"",9 520,"",0
