"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"T66","Effets de rayonnements, sans précision","87","62","9,29","25","1 à 10","0"
"T67","Effets de la chaleur et de la lumière","535","148","7,43","387","280","0"
"T68","Hypothermie","887","443","13,00","444","279","0"
"T69","Autres effets d'une baisse de la température","80","41","6,73","39","1 à 10","0"
"T70","Effets de la pression atmosphérique et de la pression de l'eau","425","96","4,44","329","146","0"
"T71","Asphyxie","1 371","564","6,50","807","502","0"
"T73","Effets d'autres privations","34","14","8,64","20","13","0"
"T74","Syndromes dus à de mauvais traitements","3 877","3 877","1,78","0","0","0"
"T75","Effets d'autres causes externes","2 137","307","4,65","1 830","1 189","0"
"T78","Effets indésirables, non classés ailleurs","11 614","2 798","2,29","8 816","3 965","0"
"","Total","21 047","8 350","","12 697","","0"
