"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"Z20","Sujets en contact avec et exposés à des maladies transmissibles","413","106","5,92","307","38","0"
"Z21","Infection asymptomatique par le virus de l'immunodéficience humaine [VIH]","249","49","7,29","200","1 à 10","0"
"Z22","Sujet porteur de germes responsables d'une maladie infectieuse","131","90","4,84","41","1 à 10","0"
"Z23","Nécessité d'une vaccination contre une seule maladie bactérienne","155","61","1,98","94","67","0"
"Z24","Nécessité d'une vaccination contre certaines maladies virales uniques","32","1 à 10","NA","31","1 à 10","0"
"Z25","Nécessité d'une vaccination contre d'autres maladies virales uniques","125","20","2,20","105","48","0"
"Z26","Nécessité d'une vaccination contre d'autres maladies infectieuses uniques","73","40","2,65","33","24","0"
"Z27","Nécessité d'une vaccination associée contre plusieurs maladies infectieuses","1 124","587","2,22","537","460","0"
"Z29","Nécessité d'autres mesures prophylactiques","56 144","55 316","0,05","828","34","0"
"","Total","58 447","56 271","","2 176","","0"
