"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"M461","Sacro-iliite, non classée ailleurs","158","111","9,93","47","13","0"
"M4618","Sacro-iliite, non classée ailleurs - Région sacrée et sacro-coccygienne","217","161","10,35","56","17","0"
"M462","Ostéomyélite vertébrale","53","52","13,77","1 à 10","0","0"
"M4620","Ostéomyélite vertébrale - Localisations vertébrales multiples","24","24","18,21","0","0","0"
"M4622","Ostéomyélite vertébrale - Région cervicale","83","82","16,23","1 à 10","1 à 10","0"
"M4623","Ostéomyélite vertébrale - Région cervico-dorsale","15","15","15,53","0","0","0"
"M4624","Ostéomyélite vertébrale - Région dorsale","109","104","17,11","1 à 10","1 à 10","0"
"M4625","Ostéomyélite vertébrale - Région dorso-lombaire","99","97","18,89","1 à 10","1 à 10","0"
"M4626","Ostéomyélite vertébrale - Région lombaire","232","228","15,31","1 à 10","1 à 10","0"
"M4627","Ostéomyélite vertébrale - Région lombo-sacrée","59","57","18,25","1 à 10","0","0"
"M4628","Ostéomyélite vertébrale - Région sacrée et sacro-coccygienne","105","100","22,65","1 à 10","1 à 10","0"
"M463","Infection (pyogène) d'un disque intervertébral","441","411","17,81","30","20","0"
"M4630","Infection (pyogène) d'un disque intervertébral - Localisations vertébrales multiples","172","169","22,62","1 à 10","1 à 10","0"
"M4632","Infection (pyogène) d'un disque intervertébral - Région cervicale","288","273","19,05","15","1 à 10","0"
"M4633","Infection (pyogène) d'un disque intervertébral - Région cervico-dorsale","40","38","16,47","1 à 10","0","0"
"M4634","Infection (pyogène) d'un disque intervertébral - Région dorsale","625","599","18,50","26","13","0"
"M4635","Infection (pyogène) d'un disque intervertébral - Région dorso-lombaire","326","312","19,58","14","1 à 10","0"
"M4636","Infection (pyogène) d'un disque intervertébral - Région lombaire","1 597","1 540","18,36","57","31","0"
"M4637","Infection (pyogène) d'un disque intervertébral - Région lombo-sacrée","260","244","17,50","16","11","0"
"M4639","Infection (pyogène) d'un disque intervertébral - Localisation vertébrale non précisée","45","36","15,89","1 à 10","1 à 10","0"
"M4642","Discite, sans précision - Région cervicale","23","22","12,18","1 à 10","0","0"
"M4644","Discite, sans précision - Région dorsale","51","47","12,96","1 à 10","1 à 10","0"
"M4645","Discite, sans précision - Région dorso-lombaire","23","23","16,70","0","0","0"
"M4646","Discite, sans précision - Région lombaire","159","149","15,85","1 à 10","1 à 10","0"
"M4647","Discite, sans précision - Région lombo-sacrée","18","18","8,33","0","0","0"
"M465","Autres spondylopathies infectieuses","67","59","16,47","1 à 10","1 à 10","0"
"M4650","Autres spondylopathies infectieuses - Localisations vertébrales multiples","21","17","20,12","1 à 10","0","0"
"M4652","Autres spondylopathies infectieuses - Région cervicale","25","22","15,23","1 à 10","1 à 10","0"
"M4654","Autres spondylopathies infectieuses - Région dorsale","58","54","17,91","1 à 10","1 à 10","0"
"M4655","Autres spondylopathies infectieuses - Région dorso-lombaire","54","46","15,15","1 à 10","1 à 10","0"
"M4656","Autres spondylopathies infectieuses - Région lombaire","186","175","18,53","11","1 à 10","0"
"M4657","Autres spondylopathies infectieuses - Région lombo-sacrée","36","33","15,52","1 à 10","1 à 10","0"
"M4659","Autres spondylopathies infectieuses - Localisation vertébrale non précisée","12","1 à 10","NA","1 à 10","1 à 10","0"
"M468","Autres spondylopathies inflammatoires précisées","57","37","6,30","20","1 à 10","0"
"M4680","Autres spondylopathies inflammatoires précisées - Localisations vertébrales multiples","43","33","5,88","1 à 10","1 à 10","0"
"M4686","Autres spondylopathies inflammatoires précisées - Région lombaire","35","30","9,10","1 à 10","0","0"
"M4687","Autres spondylopathies inflammatoires précisées - Région lombo-sacrée","15","12","5,50","1 à 10","1 à 10","0"
"M469","Spondylopathie inflammatoire, sans précision","59","33","6,27","26","1 à 10","0"
"M4690","Spondylopathie inflammatoire, sans précision - Localisations vertébrales multiples","40","26","6,77","14","1 à 10","0"
"M4694","Spondylopathie inflammatoire, sans précision - Région dorsale","13","12","6,42","1 à 10","1 à 10","0"
"M4696","Spondylopathie inflammatoire, sans précision - Région lombaire","40","35","6,71","1 à 10","1 à 10","0"
"M4697","Spondylopathie inflammatoire, sans précision - Région lombo-sacrée","13","1 à 10","NA","1 à 10","1 à 10","0"
"","Total","6 109","5 649","","460","","0"
