"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"F200","Schizophrénie paranoïde","2 536","896","4,92","1 640","966","0"
"F2000","Schizophrénie paranoïde continue","409","126","5,33","283","158","0"
"F2001","Schizophrénie paranoïde épisodique avec déficit progressif","41","16","14,56","25","14","0"
"F2002","Schizophrénie paranoïde épisodique avec déficit stable","11","1 à 10","NA","1 à 10","1 à 10","0"
"F2003","Schizophrénie paranoïde épisodique rémittente","24","1 à 10","NA","18","12","0"
"F2008","Schizophrénie paranoïde, autre évolution","131","36","6,33","95","59","0"
"F2009","Schizophrénie paranoïde, évolution imprévisible, période d'observation trop brève","78","21","3,52","57","30","0"
"F201","Schizophrénie hébéphrénique","77","35","6,80","42","24","0"
"F202","Schizophrénie catatonique","158","50","14,58","108","35","0"
"F2028","Schizophrénie catatonique, autre évolution","15","11","22,18","1 à 10","1 à 10","0"
"F2029","Schizophrénie catatonique, évolution imprévisible, période d'observation trop brève","15","1 à 10","NA","1 à 10","1 à 10","0"
"F203","Schizophrénie indifférenciée","146","50","4,40","96","58","0"
"F2030","Schizophrénie indifférenciée continue","20","1 à 10","NA","15","1 à 10","0"
"F204","Dépression post-schizophrénique","54","11","3,55","43","22","0"
"F2040","Dépression postschizophrénique continue","11","1 à 10","NA","1 à 10","1 à 10","0"
"F2048","Dépression postschizophrénique, autre évolution","12","1 à 10","NA","11","1 à 10","0"
"F205","Schizophénie résiduelle","29","1 à 10","NA","27","1 à 10","0"
"F206","Schizophrénie simple","155","33","3,48","122","70","0"
"F2060","Schizophrénie simple continue","17","1 à 10","NA","11","1 à 10","0"
"F2068","Schizophrénie simple, autre évolution","22","1 à 10","NA","18","1 à 10","0"
"F208","Autres formes de schizophrénie","340","92","5,26","248","126","0"
"F2080","Autres formes de schizophrénie continue","61","19","6,00","42","25","0"
"F2088","Autres formes de schizophrénie, autre évolution","111","26","5,42","85","38","0"
"F2089","Autres formes de schizophrénie, évolution imprévisible, période d'observation trop brève","35","1 à 10","NA","32","18","0"
"F209","Schizophrénie, sans précision","2 461","508","4,38","1 953","1 000","0"
"F2090","Schizophrénie, sans précision, continue","209","48","9,42","161","87","0"
"F2098","Schizophrénie, sans précision, autre évolution","138","37","3,30","101","60","0"
"F2099","Schizophrénie, sans précision, évolution imprévisible, période d'observation trop brève","152","22","6,86","130","67","0"
"","Total","7 598","2 123","","5 475","","0"
