"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"M0700","Arthropathie psoriasique distale interphalangienne (L40.5) - Sièges multiples","25","14","4,50","11","0","0"
"M073","Autres arthropathies psoriasiques (L40.5)","253","133","5,42","120","0","0"
"M0730","Autres arthropathies psoriasiques (L40.5) - Sièges multiples","678","431","5,25","247","0","0"
"M0734","Autres arthropathies psoriasiques (L40.5) - Articulations de la main","19","12","4,50","1 à 10","0","0"
"M0735","Autres arthropathies psoriasiques (L40.5) - Articulations de la hanche et sacro-iliaque","13","12","3,42","1 à 10","0","0"
"M0736","Autres arthropathies psoriasiques (L40.5) - Articulation du genou","24","16","6,19","1 à 10","0","0"
"M0737","Autres arthropathies psoriasiques (L40.5) - Articulations de la cheville et du pied","17","13","7,23","1 à 10","0","0"
"M0738","Autres arthropathies psoriasiques (L40.5) - Autres articulations","16","1 à 10","NA","1 à 10","0","0"
"M0739","Autres arthropathies psoriasiques (L40.5) - Siège non précisé","60","25","6,12","35","0","0"
"M0740","Arthropathie au cours de la maladie de Crohn (entérite régionale) (K50.-) - Sièges multiples","16","14","4,71","1 à 10","0","0"
"","Total","1 214","742","","472","","0"
