Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M7102,Abcès des bourses séreuses - Bras,23,15,"4,53",1 à 10,0,0
M7103,Abcès des bourses séreuses - Avant-bras,53,15,"7,33",38,0,0
M7104,Abcès des bourses séreuses - Main,65,14,"2,71",51,0,0
M7105,Abcès des bourses séreuses - Région pelvienne et cuisse,22,11,"8,82",11,0,0
M7106,Abcès des bourses séreuses - Jambe,48,39,"5,46",1 à 10,0,0
M7107,Abcès des bourses séreuses - Cheville et pied,52,30,"5,23",22,0,0
M7108,Abcès des bourses séreuses - Autres localisations,11,1 à 10,NA,1 à 10,0,0
M711,Autres bursites infectieuses,51,42,"8,71",1 à 10,0,0
M7112,Autres bursites infectieuses - Bras,103,93,"5,86",1 à 10,0,0
M7113,Autres bursites infectieuses - Avant-bras,72,57,"7,77",15,0,0
M7114,Autres bursites infectieuses - Main,111,14,"4,50",97,0,0
M7116,Autres bursites infectieuses - Jambe,245,236,"6,36",1 à 10,0,0
M7118,Autres bursites infectieuses - Autres localisations,45,41,"7,24",1 à 10,0,0
M712,Kyste synovial poplité [Baker],359,53,"3,83",306,0,0
M7126,Kyste synovial poplité (Baker) - Jambe,281,96,"3,04",185,0,0
M713,Autres kystes des bourses séreuses,203,12,"1,50",191,0,0
M7131,Autres kystes des bourses séreuses - Région scapulaire,39,11,"2,64",28,0,0
M7132,Autres kystes des bourses séreuses - Bras,53,1 à 10,NA,49,0,0
M7133,Autres kystes des bourses séreuses - Avant-bras,1 224,30,"1,13",1 194,0,0
M7134,Autres kystes des bourses séreuses - Main,2 246,33,"1,82",2 213,0,0
M7135,Autres kystes des bourses séreuses - Région pelvienne et cuisse,23,1 à 10,NA,14,0,0
M7137,Autres kystes des bourses séreuses - Cheville et pied,1 061,54,"1,46",1 007,0,0
M7138,Autres kystes des bourses séreuses - Autres localisations,147,49,"2,43",98,0,0
M7157,"Autres bursites, non classées ailleurs - Cheville et pied",19,1 à 10,NA,14,0,0
M7158,"Autres bursites, non classées ailleurs - Autres loacalisations",15,12,"3,58",1 à 10,0,0
M719,"Bursite, sans précision",13,1 à 10,NA,1 à 10,0,0
M7192,"Bursite, sans précision - Bras",13,1 à 10,NA,1 à 10,0,0
M7196,"Bursite, sans précision - Jambe",17,15,"3,80",1 à 10,0,0
M7197,"Bursite, sans précision - Cheville et pied",25,1 à 10,NA,21,0,0
"",Total,6 761,1 078,"",5 683,"",0
