Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
S50,Lésion traumatique superficielle de l'avant-bras,1 784,1 165,"2,72",619,0,0
S51,Plaie ouverte de l'avant-bras,4 541,2 626,"2,56",1 915,0,0
S52,Fracture de l'avant-bras,63 623,39 783,"2,86",23 840,3 218,0
S53,"Luxation, entorse et foulure des articulations et des ligaments du coude",3 208,2 563,"1,44",645,105,0
S54,Lésion traumatique de nerfs au niveau de l'avant-bras,372,217,"2,99",155,14,0
S55,Lésion traumatique de vaisseaux sanguins au niveau de l'avant-bras,616,347,"4,04",269,103,0
S56,Lésion traumatique de muscles et de tendons au niveau de l'avant-bras,930,409,"2,27",521,29,0
S57,Écrasement de l'avant-bras,20,14,"15,43",1 à 10,1 à 10,0
S58,Amputation traumatique de l'avant-bras,18,17,"19,35",1 à 10,0,0
S59,"Lésions traumatiques de l'avant-bras, autres et sans précision",177,85,"5,06",92,25,0
"",Total,75 289,47 226,"",28 063,"",0
