Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
A150,"Tuberculose pulmonaire, confirmée par examen microscopique de l'expectoration, avec ou sans culture",1 650,1 575,"23,84",75,0,0
A151,"Tuberculose pulmonaire, confirmée par culture seulement",354,336,"16,80",18,0,0
A152,"Tuberculose pulmonaire, avec confirmation histologique",231,210,"15,15",21,0,0
A153,"Tuberculose pulmonaire, avec confirmation, moyen non précisé",175,162,"14,14",13,0,0
A154,"Tuberculose des ganglions intrathoraciques, avec confirmation bactériologique et histologique",216,200,"11,57",16,0,0
A156,"Pleurésie tuberculeuse, avec confirmation bactériologique et histologique",195,188,"13,52",1 à 10,0,0
A157,"Primo-infection tuberculeuse de l'appareil respiratoire, avec confirmation bactériologique et histologique",26,22,"17,77",1 à 10,0,0
A158,"Autres formes de tuberculose de l'appareil respiratoire, avec confirmation bactériologique et histologique",38,37,"9,68",1 à 10,0,0
A159,"Tuberculose de l'appareil respiratoire sans précision, avec confirmation bactériologique et histologique",16,16,"7,38",0,0,0
"",Total,2 906,2 751,"",155,"",0
