"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"K710","Maladie toxique du foie avec cholestase","2 118","1 687","6,90","431","0","0"
"K711","Maladie toxique du foie avec nécrose hépatique","324","273","8,17","51","0","0"
"K712","Maladie toxique du foie avec hépatite aiguë","1 212","1 088","8,19","124","0","0"
"K713","Maladie toxique du foie avec hépatite chronique persistante","12","1 à 10","NA","1 à 10","0","0"
"K714","Maladie toxique du foie avec hépatite chronique lobulaire","14","1 à 10","NA","1 à 10","0","0"
"K715","Maladie toxique du foie avec hépatite chronique active","18","11","6,00","1 à 10","0","0"
"K716","Maladie toxique du foie avec hépatite, non classée ailleurs","254","202","9,01","52","0","0"
"K717","Maladie toxique du foie avec fibrose et cirrhose du foie","167","120","6,70","47","1 à 10","0"
"K718","Maladie toxique du foie avec d'autres lésions du foie","73","41","7,73","32","0","0"
"K719","Maladie toxique du foie, sans précision","141","104","5,59","37","0","0"
"","Total","4 333","3 543","","790","","0"
