"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"B200","Maladie par VIH à l'origine d'une infection mycobactérienne","55","47","21,98","1 à 10","1 à 10","0"
"B201","Maladie par VIH à l'origine d'autres infections bactériennes","40","35","14,23","1 à 10","1 à 10","0"
"B202","Maladie par VIH à l'origine d'infections à cytomégalovirus","15","13","15,77","1 à 10","0","0"
"B203","Maladie par VIH à l'origine d'autres infections virales","53","29","13,28","24","0","0"
"B204","Maladie par VIH à l'origine de candidose","16","15","12,20","1 à 10","0","0"
"B206","Maladie par VIH à l'origine de pneumopathie à Pneumocystis","134","127","21,16","1 à 10","1 à 10","0"
"B207","Maladie par VIH à l'origine d'infections multiples","46","31","31,19","15","1 à 10","0"
"B208","Maladie par VIH à l'origine d'autres maladies infectieuses et parasitaires","31","25","16,00","1 à 10","1 à 10","0"
"B209","Maladie par VIH à l'origine d'une maladie infectieuse ou parasitaire non précisée","20","11","22,82","1 à 10","1 à 10","0"
"","Total","418","339","","79","","0"
