"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"M160","Coxarthrose primaire, bilatérale","5 046","4 964","4,47","82","0","0"
"M161","Autres coxarthroses primaires","28 926","28 547","3,95","379","0","0"
"M162","Coxarthrose d'origine dysplasique, bilatérale","180","178","6,47","1 à 10","0","0"
"M163","Autres coxarthroses dysplasiques","705","701","3,98","1 à 10","0","0"
"M164","Coxarthrose post-traumatique, bilatérale","43","42","5,79","1 à 10","0","0"
"M165","Autres coxarthroses post-traumatiques","479","475","4,81","1 à 10","0","0"
"M166","Autres coxarthroses secondaires, bilatérales","155","152","7,61","1 à 10","0","0"
"M167","Autres coxarthroses secondaires","1 470","1 439","4,90","31","0","0"
"M169","Coxarthrose, sans précision","8 541","8 313","4,96","228","0","0"
"","Total","45 545","44 811","","734","","0"
