"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"I630","Infarctus cérébral dû à une thrombose des artères précérébrales","3 372","2 970","12,15","402","179","0"
"I631","Infarctus cérébral dû à une embolie des artères précérébrales","1 925","1 805","12,47","120","61","0"
"I632","Infarctus cérébral dû à une occlusion ou sténose des artères précérébrales, de mécanisme non précisé","5 488","5 025","11,54","463","221","0"
"I633","Infarctus cérébral dû à une thrombose des artères cérébrales","23 394","20 865","11,47","2 529","897","0"
"I634","Infarctus cérébral dû à une embolie des artères cérébrales","13 845","13 266","11,48","579","334","0"
"I635","Infarctus cérébral dû à une occlusion ou sténose des artères cérébrales, de mécanisme non précisé","32 186","29 277","10,88","2 909","1 358","0"
"I636","Infarctus cérébral dû à une thrombose veineuse cérébrale, non pyogène","379","314","11,44","65","27","0"
"I638","Autres infarctus cérébraux","14 083","11 973","10,17","2 110","1 023","0"
"I639","Infarctus cérébral, sans précision","10 244","7 579","10,34","2 665","1 387","0"
"","Total","104 916","93 074","","11 842","","0"
