"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"K260","Ulcère du duodénum aigu, avec hémorragie","2 465","2 319","9,91","146","100","0"
"K261","Ulcère du duodénum aigu, avec perforation","1 210","1 205","10,52","1 à 10","0","0"
"K262","Ulcère du duodénum aigu, avec hémorragie et perforation","165","153","15,85","12","1 à 10","0"
"K263","Ulcère du duodénum aigu, sans hémorragie ni perforation","1 046","685","7,36","361","106","0"
"K264","Ulcère du duodénum chronique ou non précisé, avec hémorragie","727","677","9,25","50","28","0"
"K265","Ulcère du duodénum chronique ou non précisé, avec perforation","356","351","10,59","1 à 10","0","0"
"K266","Ulcère du duodénum chronique ou non précisé, avec hémorragie et perforation","49","46","9,93","1 à 10","1 à 10","0"
"K267","Ulcère du duodénum chronique, sans hémorragie ni perforation","202","98","5,56","104","18","0"
"K269","Ulcère du duodénum non précisé comme étant aigu ou chronique, sans hémorragie ni perforation","1 054","546","6,75","508","115","0"
"","Total","7 274","6 080","","1 194","","0"
