"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"Q80","Ichtyose congénitale","52","35","12,57","17","0","0"
"Q81","Épidermolyse bulleuse","123","75","10,04","48","1 à 10","0"
"Q82","Autres malformations congénitales de la peau","865","240","4,16","625","0","0"
"Q83","Malformations congénitales du sein","566","328","1,21","238","0","0"
"Q84","Autres malformations congénitales de la peau et des phanères","73","32","2,91","41","0","0"
"Q85","Phacomatoses, non classées ailleurs","1 092","365","4,13","727","0","0"
"Q86","Syndromes congénitaux malformatifs dus à des causes exogènes connues, non classés ailleurs","23","16","4,63","1 à 10","0","0"
"Q87","Autres syndromes congénitaux malformatifs précisés atteignant plusieurs systèmes","1 019","452","12,00","567","0","0"
"Q89","Autres malformations congénitales, non classées ailleurs","1 033","890","2,47","143","18","0"
"","Total","4 846","2 433","","2 413","","0"
