Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M702,Bursite olécrânienne,151,55,"9,60",96,0,0
M7022,Bursite olécrânienne - Articulation du coude,369,162,"5,58",207,0,0
M703,Autres bursites du coude,335,137,"4,26",198,0,0
M7032,Autres bursites du coude - Articulation du coude,639,256,"4,77",383,0,0
M704,Bursite prépatellaire,111,61,"4,57",50,0,0
M7046,Bursite prépatellaire - Articulation du genou,391,269,"5,19",122,0,0
M705,Autres bursites du genou,258,158,"4,84",100,0,0
M7056,Autres bursites du genou - Articulation du genou,545,355,"5,35",190,0,0
M7065,Bursite trochantérienne - Articulation de la hanche,71,58,"6,71",13,0,0
M707,Autres bursites de la hanche,11,1 à 10,NA,1 à 10,0,0
M7075,Autres bursites de la hanche - Articulation de la hanche,35,28,"9,21",1 à 10,0,0
"",Total,2 967,1 564,"",1 403,"",0
