Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
D10,Tumeur bénigne de la bouche et du larynx,1 599,448,"2,36",1 151,68,0
D11,Tumeur bénigne des glandes salivaires principales,3 340,2 935,"2,26",405,33,0
D12,"Tumeur bénigne du côlon, du rectum, de l'anus et du canal anal",100 677,93 959,"0,36",6 718,752,0
D13,Tumeurs bénignes de parties autres et mal définies de l'appareil digestif,6 725,3 564,"3,17",3 161,305,0
D14,Tumeur bénigne de l'oreille moyenne et de l'appareil respiratoire,2 979,1 288,"3,82",1 691,320,0
D15,"Tumeur bénigne des organes intrathoraciques, autres et non précisés",1 038,926,"6,99",112,42,0
D16,Tumeur bénigne des os et du cartilage articulaire,3 441,1 549,"2,98",1 892,102,0
D17,Tumeur lipomateuse bénigne,12 484,2 110,"2,20",10 374,0,0
D18,"Hémangiome et lymphangiome, tout siège",2 753,628,"5,37",2 125,174,0
D19,Tumeur bénigne du tissu mésothélial,105,90,"4,36",15,1 à 10,0
D20,Tumeur bénigne des tissus mous du rétropéritoine et du péritoine,245,185,"4,96",60,1 à 10,0
D21,Autres tumeurs bénignes du tissu conjonctif et des autres tissus mous,3 153,616,"3,18",2 537,21,0
D22,Naevus à mélanocytes,2 227,92,"2,66",2 135,1 à 10,0
D23,Autres tumeurs bénignes de la peau,4 618,298,"1,99",4 320,1 à 10,0
D24,Tumeur bénigne du sein,5 126,684,"1,42",4 442,1 à 10,0
D25,Léiomyome de l'utérus,25 159,24 253,"1,62",906,1 à 10,0
D26,Autres tumeurs bénignes de l'utérus,1 258,1 116,"1,89",142,1 à 10,0
D27,Tumeur bénigne de l'ovaire,9 088,4 723,"2,41",4 365,1 à 10,0
D28,"Tumeur bénigne des organes génitaux de la femme, autres et non précisés",547,131,"1,88",416,1 à 10,0
D29,Tumeur bénigne des organes génitaux de l'homme,5 524,4 462,"3,55",1 062,44,0
D30,Tumeur bénigne des organes urinaires,2 669,1 989,"3,02",680,196,0
D31,Tumeur bénigne de l'oeil et de ses annexes,862,167,"2,56",695,0,0
D32,Tumeur bénigne des méninges,4 905,4 497,"9,23",408,222,0
D33,Tumeur bénigne de l'encéphale et d'autres parties du système nerveux central,1 877,1 701,"8,92",176,52,0
D34,Tumeur bénigne de la thyroïde,4 064,3 315,"1,53",749,1 à 10,0
D35,"Tumeur bénigne des glandes endocrines, autres et non précisées",9 631,8 386,"3,78",1 245,258,0
D36,Tumeur bénigne de sièges autres et non précisés,2 152,968,"5,28",1 184,58,0
"",Total,218 246,165 080,"",53 166,"",0
