Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M720,Fibromatose de l'aponévrose palmaire [Dupuytren],600,48,"1,79",552,0,0
M7204,Fibromatose de l'aponévrose palmaire (Dupuytren) - Main,4 634,275,"1,52",4 359,0,0
M722,Fibromatose de l'aponévrose plantaire,129,21,"1,76",108,0,0
M7227,Fibromatose de l'aponévrose plantaire - Cheville et pied,362,50,"2,16",312,0,0
M7248,Fibromatose pseudo-sarcomateuse - Autres localisations,16,1 à 10,NA,13,0,0
M726,Fasciite nécrosante,109,104,"27,44",1 à 10,0,0
M7260,Fasciite nécrosante - Sièges multiples,21,20,"35,50",1 à 10,0,0
M7262,Fasciite nécrosante - Bras,39,36,"19,81",1 à 10,0,0
M7263,Fasciite nécrosante - Avant-bras,37,33,"17,55",1 à 10,0,0
M7264,Fasciite nécrosante - Main,32,26,"24,35",1 à 10,0,0
M7265,Fasciite nécrosante - Région pelvienne et cuisse,249,243,"18,60",1 à 10,0,0
M7266,Fasciite nécrosante - Jambe,301,286,"24,45",15,0,0
M7267,Fasciite nécrosante - Cheville et pied,150,144,"23,42",1 à 10,0,0
M7268,Fasciite nécrosante - Autres localisations,97,88,"17,60",1 à 10,0,0
M7269,Fasciite nécrosante - Siège non précisé,11,1 à 10,NA,1 à 10,0,0
"",Total,6 871,1 425,"",5 446,"",0
