Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M771,Épicondylite,222,12,"2,17",210,0,0
M7712,Épicondylite - Bras,833,59,"2,29",774,0,0
M773,Exostose calcanéenne,103,41,"0,95",62,0,0
M7737,Exostose calcanéenne - Cheville et pied,550,173,"1,24",377,0,0
M774,Métatarsalgie,126,11,"1,36",115,0,0
M7747,Métatarsalgie - Cheville et pied,344,63,"1,59",281,0,0
M775,Autres enthésopathies du pied,44,14,"1,00",30,1 à 10,0
M7757,Autres enthésopathies du pied - Cheville et pied,154,53,"2,77",101,1 à 10,0
M778,"Autres enthésopathies, non classées ailleurs",52,30,"5,27",22,0,0
M7780,"Autres enthésopathies, non classées ailleurs - Sièges multiples",14,1 à 10,NA,1 à 10,0,0
M7781,"Autres enthésopathies, non classées ailleurs - Région scapulaire",39,19,"3,37",20,0,0
M7782,"Autres enthésopathies, non classées ailleurs - Bras",33,1 à 10,NA,25,0,0
M7783,"Autres enthésopathies, non classées ailleurs - Avant-bras",21,1 à 10,NA,15,0,0
M7784,"Autres enthésopathies, non classées ailleurs - Main",25,1 à 10,NA,23,0,0
M7788,"Autres enthésopathies, non classées ailleurs - Autres localisations",78,36,"4,22",42,0,0
M779,"Enthésopathie, sans précision",35,1 à 10,NA,25,0,0
M7790,"Enthésopathie, sans précision - Sièges multiples",18,11,"4,91",1 à 10,0,0
M7791,"Enthésopathie, sans précision - Région scapulaire",32,1 à 10,NA,22,0,0
M7792,"Enthésopathie, sans précision - Bras",12,1 à 10,NA,1 à 10,0,0
M7794,"Enthésopathie, sans précision - Main",19,1 à 10,NA,18,0,0
M7797,"Enthésopathie, sans précision - Cheville et pied",140,30,"1,63",110,0,0
M7798,"Enthésopathie, sans précision - Autres localisations",85,43,"4,14",42,0,0
M7799,"Enthésopathie, sans précision - Siège non précisé",20,1 à 10,NA,14,0,0
"",Total,3 026,660,"",2 366,"",0
