Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
F320,Épisode dépressif léger,789,234,"6,19",555,296,0
F3200,"Épisode dépressif léger, sans syndrome somatique",291,104,"6,74",187,106,0
F3201,"Épisode dépressif léger, avec syndrome somatique",140,60,"7,65",80,51,0
F321,Épisode dépressif moyen,2 587,779,"6,91",1 808,1 036,0
F3210,"Épisode dépressif moyen, sans syndrome somatique",1 472,634,"7,27",838,524,0
F3211,"Épisode dépressif moyen, avec syndrome somatique",509,270,"8,19",239,136,0
F322,Épisode dépressif sévère sans symptômes psychotiques,8 379,3 928,"8,53",4 451,2 359,0
F323,Épisode dépressif sévère avec symptômes psychotiques,1 024,576,"10,73",448,264,0
F3230,Episode dépressif sévère avec symptômes psychotiques congruents à l'humeur,885,478,"11,56",407,236,0
F3231,Episode dépressif sévère avec symptômes psychotiques non congruents à l'humeur,89,51,"10,86",38,1 à 10,0
F328,Autres épisodes dépressifs,3 088,1 008,"7,89",2 080,1 268,0
F329,"Épisode dépressif, sans précision",9 136,2 429,"6,17",6 707,3 895,0
"",Total,28 389,10 551,"",17 838,"",0
