Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
C910,Leucémie lymphoblastique aigüe [LLA],2 267,1 940,"25,92",327,0,0
C911,Leucémie lymphoïde chronique à cellules B,1 445,1 030,"10,50",415,0,0
C913,Leucémie à prolymphocytes à cellules B,17,14,"9,50",1 à 10,0,0
C914,Leucémie à tricholeucocytes,141,89,"13,22",52,0,0
C915,Lymphome/leucémie de l'adulte à cellules T (associé(e) à HTLV-1),124,114,"19,23",1 à 10,0,0
C916,Leucémie à prolymphocytes à cellules T,68,62,"15,48",1 à 10,0,0
C917,Autres leucémies lymphoïdes,61,47,"9,62",14,0,0
C918,"Leucémie à cellules B matures, de type Burkitt",13,12,"19,58",1 à 10,0,0
C919,"Leucémie lymphoïde, sans précision",85,59,"10,20",26,0,0
"",Total,4 221,3 367,"",854,"",0
