Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
180100000,Symptômes et signes relatifs aux appareils circulatoire et respiratoire,184 183,68 986,"2,30",115 197,37 745,0
180200000,Symptômes et signes relatifs à l'appareil digestif et à l'abdomen,205 318,34 987,"3,90",170 331,47 619,0
180300000,Symptômes et signes relatifs à la peau et au tissu cellulaire sous-cutané,13 872,4 589,"3,26",9 283,3 520,0
180400000,Symptômes et signes relatifs aux systèmes nerveux et ostéo-musculaire,51 418,20 554,"9,70",30 864,9 219,0
180500000,Symptômes et signes relatifs à l'appareil urinaire,48 086,24 778,"5,42",23 308,10 897,0
180600000,"Symptômes et signes relatifs à la connaissance, la perception, l'humeur et le comportement",91 246,35 066,"6,73",56 180,29 521,0
180700000,Symptômes et signes relatifs au langage et à la voix,7 106,2 252,"6,53",4 854,2 160,0
180800000,Symptômes et signes généraux,424 643,138 860,"5,84",285 783,62 970,0
180900000,"Résultats anormaux de l'examen du sang, sans diagnostic",11 161,4 260,"3,72",6 901,1 495,0
181000000,"Résultats anormaux de l'examen des urines, sans diagnostic",895,402,"1,80",493,0,0
181100000,"Résultats anormaux de l'examen d'autres liquides, substances et tissus, sans diagnostic",811,118,"1,98",693,39,0
181200000,"Résultats anormaux d'imagerie diagnostique et d'épreuves fonctionnelles, sans diagnostic",38 741,13 881,"2,67",24 860,1 414,0
181300000,Causes de mortalité mal définies et inconnues,361,256,"0,62",105,29,0
"",Total,1 077 841,348 989,"",728 852,"",0
