Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
P3600,"Sepsis du nouveau-né à streptocoques, groupe B",50,50,"7,48",0,0,0
P3609,"Infection non précisée du nouveau-né à streptocoques, groupe B",103,103,"7,15",0,0,0
P3610,"Sepsis du nouveau-né à streptocoques, autres et sans précision",23,23,"9,65",0,0,0
P3619,"Infection non précisée du nouveau-né à streptocoques, autres ou sans précision",26,26,"7,58",0,0,0
P3629,Infection non précisée du nouveau-né à staphylocoques dorés,13,13,"6,31",0,0,0
P3630,"Sepsis du nouveau-né à staphylocoques, autres et sans précision",18,18,"15,83",0,0,0
P3639,"Infection non précisée du nouveau-né à staphylocoques, autres et sans précision",19,19,"12,47",0,0,0
P3640,Sepsis du nouveau-né à Escherichia coli,51,51,"11,76",0,0,0
P3649,Infection non précisée du nouveau-né à Escherichia coli,71,71,"7,10",0,0,0
P3680,Sepsis du nouveau-né à autres bactéries,50,50,"6,82",0,0,0
P3689,Infection non précisée du nouveau-né due à d'autres bactéries,151,151,"6,49",0,0,0
P3690,"Sepsis du nouveau-né, bactérie non précisée",131,131,"7,70",0,0,0
P3699,"Infection non précisée du nouveau-né, bactérie non précisée",717,717,"6,31",0,0,0
"",Total,1 431,1 431,"",0,"",0
