Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
T400,Intoxication par opium,107,45,"4,36",62,44,0
T401,Intoxication par héroïne,89,20,"7,45",69,46,0
T402,Intoxication par autres opioïdes,2 986,1 162,"6,80",1 824,1 311,0
T403,Intoxication par méthadone,520,236,"5,68",284,219,0
T404,Intoxication par autres narcotiques synthétiques,426,133,"5,13",293,211,0
T405,Intoxication par cocaïne,666,169,"5,64",497,273,0
T406,"Intoxication par narcotiques, autres et sans précision",155,39,"4,56",116,72,0
T407,Intoxication par cannabis (dérivés),646,173,"3,50",473,321,0
T408,Intoxication par lysergide [LSD],51,1 à 10,NA,47,24,0
T409,"Intoxication par psychodysleptiques [hallucinogènes], autres et sans précision",111,11,"4,64",100,67,0
"",Total,5 757,1 992,"",3 765,"",0
