Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M904,Ostéonécrose due à une hémoglobinopathie (D50-D64),20,20,"8,65",0,0,0
M9045,Ostéonécrose due à une hémoglobinopathie (D50-D64) - Région pelvienne et cuisse,34,33,"9,09",1 à 10,0,0
M907,Fracture osseuse au cours de maladies tumorales (C00-D48),230,174,"10,35",56,1 à 10,0
M9070,Fracture osseuse au cours de maladies tumorales (C00-D48) - Sièges multiples,121,113,"13,00",1 à 10,1 à 10,0
M9071,Fracture osseuse au cours de maladies tumorales (C00-D48) - Région scapulaire,52,41,"10,24",11,1 à 10,0
M9072,Fracture osseuse au cours de maladies tumorales (C00-D48) - Bras,177,158,"9,40",19,1 à 10,0
M9073,Fracture osseuse au cours de maladies tumorales (C00-D48) - Avant-bras,19,18,"9,56",1 à 10,1 à 10,0
M9075,Fracture osseuse au cours de maladies tumorales (C00-D48) - Région pelvienne et cuisse,894,841,"13,16",53,23,0
M9076,Fracture osseuse au cours de maladies tumorales (C00-D48) - Jambe,105,99,"14,94",1 à 10,1 à 10,0
M9078,Fracture osseuse au cours de maladies tumorales (C00-D48) - Autres localisations,788,681,"12,28",107,38,0
M9079,Fracture osseuse au cours de maladies tumorales (C00-D48) - Siège non précisé,18,14,"9,14",1 à 10,0,0
"",Total,2 621,2 327,"",294,"",0
