Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M940,Syndrome des articulations chondro-costales [Tietze],79,18,"3,56",61,24,0
M9408,Syndrome des articulations chondro-costales (Tietze) - Autres localisations,46,12,"4,92",34,12,0
M941,Polychondrite récidivante,50,31,"8,45",19,1 à 10,0
M9410,Polychondrite récidivante - Sièges multiples,35,23,"11,26",12,1 à 10,0
M9418,Polychondrite récidivante - Autres localisations,21,15,"6,60",1 à 10,0,0
M948,Autres affections précisées du cartilage,59,27,"6,44",32,1 à 10,0
M9485,Autres affections précisées du cartilage - Région pelvienne et cuisse,27,16,"7,50",11,1 à 10,0
M9486,Autres affections précisées du cartilage - Jambe,285,54,"3,17",231,0,0
M9487,Autres affections précisées du cartilage - Cheville et pied,20,1 à 10,NA,15,0,0
M9488,Autres affections précisées du cartilage - Autres localisations,97,52,"6,00",45,1 à 10,0
"",Total,779,283,"",496,"",0
