Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M810,Ostéoporose post-ménopausique,155,24,"8,54",131,0,0
M8100,Ostéoporose post-ménopausique - Sièges multiples,119,14,"6,50",105,0,0
M8105,Ostéoporose post-ménopausique - Région pelvienne et cuisse,24,1 à 10,NA,19,0,0
M8108,Ostéoporose post-ménopausique - Autres localisations,61,26,"8,88",35,0,0
M8109,Ostéoporose post-ménopausique - Siège non précisé,84,1 à 10,NA,76,0,0
M812,Ostéoporose d'inactivité,12,0,"",12,0,0
M8120,Ostéoporose d'inactivité - Sièges multiples,12,1 à 10,NA,1 à 10,0,0
M814,Ostéoporose médicamenteuse,59,1 à 10,NA,56,0,0
M8140,Ostéoporose médicamenteuse - Sièges multiples,38,17,"6,35",21,0,0
M8148,Ostéoporose médicamenteuse - Autres localisations,16,1 à 10,NA,1 à 10,0,0
M8149,Ostéoporose médicamenteuse - Siège non précisé,27,1 à 10,NA,24,0,0
M815,Ostéoporose idiopathique,54,1 à 10,NA,48,0,0
M8150,Ostéoporose idiopathique - Sièges multiples,37,18,"6,56",19,0,0
M8158,Ostéoporose idiopathique - Autres localisations,15,1 à 10,NA,1 à 10,0,0
M818,Autres ostéoporoses,106,13,"6,85",93,0,0
M8180,Autres ostéoporoses - Sièges multiples,128,20,"8,35",108,0,0
M8185,Autres ostéoporoses - Région pelvienne et cuisse,30,1 à 10,NA,21,0,0
M8188,Autres ostéoporoses - Autres localisations,67,29,"8,21",38,0,0
M8189,Autres ostéoporoses - Siège non précisé,37,1 à 10,NA,34,0,0
M819,"Ostéoporose, sans précision",168,31,"7,35",137,0,0
M8190,"Ostéoporose, sans précision - Sièges multiples",105,24,"5,96",81,0,0
M8195,"Ostéoporose, sans précision - Région pelvienne et cuisse",24,1 à 10,NA,19,0,0
M8198,"Ostéoporose, sans précision - Autres localisations",82,28,"10,89",54,0,0
M8199,"Ostéoporose, sans précision - Siège non précisé",89,12,"6,50",77,0,0
"",Total,1 616,342,"",1 274,"",0
