Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
D040,Carcinome in situ de la peau de la lèvre,22,1 à 10,NA,18,0,0
D041,"Carcinome in situ de la peau de la paupière, y compris le canthus",107,20,"2,20",87,0,0
D042,Carcinome in situ de la peau de l'oreille et du conduit auditif externe,171,11,"4,55",160,0,0
D043,"Carcinome in situ de la peau des parties de la face, autres et non précisées",794,56,"3,21",738,0,0
D044,Carcinome in situ de la peau du cuir chevelu et du cou,185,17,"2,71",168,0,0
D045,Carcinome in situ de la peau du tronc,126,27,"3,04",99,0,0
D046,"Carcinome in situ de la peau du membre supérieur, y compris l'épaule",221,21,"2,05",200,0,0
D047,"Carcinome in situ de la peau du membre inférieur, y compris la hanche",202,27,"5,26",175,0,0
D048,Carcinome in situ de la peau d'autres sièges,28,1 à 10,NA,24,0,0
D049,"Carcinome in situ de la peau, sans précision",22,1 à 10,NA,19,0,0
"",Total,1 878,190,"",1 688,"",0
