Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
S3200,Fracture fermée d'une vertèbre lombaire,19 971,19 382,"6,80",589,0,0
S3201,Fracture ouverte d'une vertèbre lombaire,33,33,"7,73",0,0,0
S3210,Fracture fermée du sacrum,2 680,2 647,"9,94",33,0,0
S3220,Fracture fermée du coccyx,195,100,"8,79",95,46,0
S3230,Fracture fermée de l'ilion,1 343,1 007,"10,29",336,242,0
S3231,Fracture ouverte de l'ilion,32,28,"7,75",1 à 10,1 à 10,0
S3240,Fracture fermée de l'acétabulum,3 423,3 063,"12,73",360,259,0
S3250,Fracture fermée du pubis,9 189,7 537,"10,78",1 652,1 238,0
S3270,Fractures fermées multiples du rachis lombaire et du bassin,4 610,4 568,"9,53",42,0,0
S3271,Fractures ouvertes multiples du rachis lombaire et du bassin,24,24,"12,21",0,0,0
S3280,Fracture fermée de parties autres et non précisées du rachis lombaire et du bassin,3 826,3 821,"7,29",1 à 10,0,0
S3281,Fracture ouverte de parties autres et non précisées du rachis lombaire et du bassin,20,20,"8,55",0,0,0
"",Total,45 359,42 242,"",3 117,"",0
