Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
N800,Endométriose de l'utérus,7 692,6 542,"1,62",1 150,239,0
N801,Endométriose de l'ovaire,1 737,792,"2,45",945,66,0
N802,Endométriose de la trompe de Fallope,117,63,"2,29",54,1 à 10,0
N803,Endométriose du péritoine pelvien,1 382,763,"2,70",619,77,0
N804,Endométriose du septum recto-vaginal et du vagin,447,308,"2,99",139,29,0
N805,Endométriose de l'intestin,529,428,"5,53",101,1 à 10,0
N806,Endométriose sur cicatrice cutanée,386,82,"1,59",304,0,0
N808,Autres endométrioses,671,227,"2,93",444,92,0
N809,"Endométriose, sans précision",349,117,"2,54",232,61,0
"",Total,13 310,9 322,"",3 988,"",0
