Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
H040,Dacryoadénite,131,65,"4,14",66,0,0
H041,Autres affections des glandes lacrymales,356,27,"2,41",329,0,0
H042,Épiphora,922,57,"1,30",865,0,0
H043,Inflammation aiguë et sans précision des voies lacrymales,368,273,"3,28",95,0,0
H044,Inflammation chronique des voies lacrymales,289,116,"1,50",173,0,0
H045,Sténose et insuffisance des voies lacrymales,1 609,460,"1,15",1 149,0,0
H046,Autres lésions des voies lacrymales,98,50,"1,94",48,0,0
H048,Autres affections de l'appareil lacrymal,104,22,"1,14",82,0,0
H049,"Affection de l'appareil lacrymal, sans précision",22,15,"1,27",1 à 10,0,0
"",Total,3 899,1 085,"",2 814,"",0
