Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
O00,Grossesse extra-utérine,13 822,13 822,"0,93",0,0,0
O01,Môle hydatiforme,657,126,"1,83",531,21,0
O02,Autres produits anormaux de la conception,8 908,1 796,"2,02",7 112,404,0
O03,Avortement spontané,23 177,6 795,"1,91",16 382,1 769,0
O04,Avortement médical,144 701,138 813,"0,08",5 888,497,0
O05,Autres formes d'avortement,139,61,"2,08",78,1 à 10,0
O06,"Avortement, sans précision",242,47,"1,72",195,1 à 10,0
O07,Échec d'une tentative d'avortement,2 440,2 170,"0,30",270,29,0
O08,"Complications consécutives à un avortement, une grossesse extra-utérine et molaire",2 880,583,"2,58",2 297,990,0
"",Total,196 966,164 213,"",32 753,"",0
