Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
Z590,Difficultés liées au fait d'être sans abri,492,175,"9,01",317,224,0
Z5910,Logement insalubre ou impropre à l'habitation,80,45,"19,91",35,29,0
Z5912,Logement inadéquat du fait de l'état de santé de la personne,32,24,"10,17",1 à 10,1 à 10,0
Z5918,"Logements inadéquats, autres et non précisés",11,1 à 10,NA,1 à 10,1 à 10,0
Z593,Difficulté liée à la vie en institution,11,1 à 10,NA,1 à 10,1 à 10,0
Z594,Difficultés liées à une alimentation défectueuse,41,20,"4,45",21,1 à 10,0
Z5978,"Couverture sociale et secours insuffisants, autres et non précisés",14,1 à 10,NA,1 à 10,1 à 10,0
Z598,Autres difficultés liées au logement et aux conditions économiques,126,58,"7,00",68,47,0
Z599,"Difficulté liée au logement et aux conditions économiques, sans précision",79,29,"6,52",50,38,0
"",Total,913,379,"",534,"",0
